id,English,Chinese (Traditional),Chinese (Simplified),Vietnamese
A_Gem,Gem,寶石,宝石,ジェム,보석,Gema,Juwel,Joia,Gemme,Самоцвет,Klejnot,جواهر,الأحجار الكريمة,อัญมณี,Đá
season/lc_txt1,Hand over the control to your pet.,交出角色控制權到寵物,交出角色控制权到宠物,指揮権をペットに渡します。,펫에게 제어권을 넘깁니다.,Cédele el control a tu mascota.,Übergib deinem Haustier die Kontrolle.,Entregue o controle para sua mascote.,Confiez les commandes à votre familier.,Передай управление питомцу.,Przekaż kontrolę swojemu zwierzakowi.,کنترل را به حیوان خود واگذار کنید.,سلِّم دفة القيادة لحيوانك الأليف.,ส่ง การ ควบคุม ให้ สัตว์ เลี้ยง,Giao quyền điều khiển nhân vật cho Pet
season/lc_txt10,"To fire a mercenary, give them Squid.",給傭兵吃炒魷魚可以把他解雇,给佣兵吃炒鱿鱼可以把他解雇,傭兵を解雇するには、イカをあげよう。,용병을 해고하려면 오징어를 주세요.,"Para despedir a un mercenario, entrégale un calamar.","Gib einem Söldner den Squid, um ihn zu feuern.","Para demitir um mercenário, dê uma lula para ele.","Pour renvoyer un mercenaire, donnez-lui le Calamar.","Чтобы уволить наемника, дай ему кальмара.","By zwolnić najemnika, daj mu kałamarnicę.",برای شلیک به یکی از مزدوران، ماهی مرکب به او بدهید.,لكي تطلق النار على أحد المرتزقة، أعطهم الحبار.,ให้ ปลาหมึก ถ้า จะ เลิก จ้าง ทหาร รับจ้าง,Cho Lính Thuê ăn Mực Xào có sa thải Lính Thuê
season/lc_txt11,It costs <color=#00FFDE>1 Pet Coin</color> to have Drillmaster refresh a row of mercenaries waiting to be hired.,花費<color=#00FFDE>1貓幣</color>能讓教官幫你更換一批待雇傭的傭兵,花费<color=#00FFDE>1猫币</color>能让教官帮你更换一批待雇佣的佣兵,トレーナーに雇い待ちの傭兵の列を更新させるには<color=#00FFDE>1ペットコイン</color>かかる。,훈련 교관이 고용을 기다리는 용병 목록을 갱신하게 하려면 <color=#00FFDE>펫 코인 1개</color>가 필요합니다.,"Para que el instructor actualice una fila de mercenarios que esperan ser contratados, tendrás que pagar <color=#00FFDE>1 moneda de mascota</color>.","Es kostet <color=#00FFDE>1 Haustiermünze</color>, die Söldnerauswahl durch den Ausbilder auswechseln zu lassen.",Custa <color=#00FFDE>1 Moeda de Mascote</color> para fazer o Instrutor atualizar uma fileira de mercenários que estão esperando para serem contratados.,Il faut <color=#00FFDE>1 pièce de familier</color> pour que l'instructeur rafraîchisse une rangée de mercenaires en attente de recrutement.,"Чтобы наставник обновил ряд наемников, ожидающих найма, нужно заплатить <color=#00FFDE>1 монету питомца</color>.","By mistrz musztry odświeżył rząd dostępnych najemników, musisz mu zapłacić <color=#00FFDE>1 zwierzęcą monetę</color>.",باید <color=#00FFDE>1 سکه حیوان</color> هزینه کنید تا دریل​مستر بتواند یک سری از مزدوران در انتظار استخدام شدن را احیا کند.,يكلفك الأمر <color=#00FFDE>عملة واحدة للحيوانات الأليفة</color> لكي تجعل سيد الشواء ينعش صفًا من المرتزقة ينتظرون استئجارهم.,ต้อง ใช้ <color=#00FFDE> เหรียญ สัตว์ เลี้ยง 1 เหรียญ </color> เพื่อ ให้ ปรมาจารย์ การ ฝึกฝน รีเฟรช แถว ทหาร รับจ้าง ที่ รอ จ้าง,Tốn <color=#00FFDE>1 Xu Mèo</color> có thể nhờ Thầy Huấn Luyện giúp bạn đổi 1 đợt Lính Thuê chờ
season/lc_txt12,Upgrade Flag to increase the max number of mercenaries you can hire.,升級旗幟後增加搜索的傭兵數量和雇傭的傭兵上限,升级旗帜后增加搜索的佣兵数量和雇佣的佣兵上限,フラッグをアップグレードして、雇うことのできる傭兵の最大人数を増やそう。,깃발을 업그레이드해 고용 가능한 최대 용병 수를 늘리세요.,Mejora la bandera para aumentar la cantidad máx. de mercenarios que puedes contratar.,"Verbessere die Flagge, um mehr Söldner gleichzeitig anheuern zu können.",Aprimore a Bandeira para aumentar a quantidade máxima de mercenários que você pode contratar.,Améliorez le drapeau pour augmenter le nombre maximum de mercenaires que vous pouvez recruter.,"Улучши флаг, чтобы увеличить максимальное количество наемников.","Ulepsz flagę, by zwiększyć maksymalną liczbę najemników, których możesz nająć.",برای افزایش حداکثر تعداد مزدورانی که می​توانید استخدام کنید، پرچم را ارتقا دهید.,يُمكنك ترقية الراية لزيادة الحد الأقصى لعدد المرتزقة الذين يمكنك استئجارهم.,อัป เกรด ธง เพื่อ เพิ่ม จำนวน ทหาร รับจ้าง สูงสุด ที่ คุณ จ้าง ได้,Sau khi tăng cấp cờ sẽ tăng số lượng Lính Thuê tìm và giới hạn thuê Lính Thuê
season/lc_txt13,Monsters feel despised that you make the pet your commander. Their rage makes them stronger. \n,敵人因感到被輕視惱羞成怒，進而變強了,敌人因感到被轻视\n恼羞成怒，进而变强了,ペットを司令官にしたので、ナメられたと感じたモンスターたちが怒って普段より強くなっています。\n,펫을 지휘관으로 삼은 탓에 몬스터들이 굴욕을 느낍니다. 이에 분노해 몬스터들이 더 강해집니다. \n,A los monstruos no les gusta que la mascota sea tu comandante. Su ira los vuelve más fuerte. \n,"Die Monster empfinden deine Entscheidung, dein Haustier zum Kommandanten zu machen, als Beleidigung. Ihre Wut macht sie stärker. \n",Os monstros se sentem desprezados por você ter nomeado a mascote como sua comandante. A raiva os deixa mais fortes.\n,Les monstres se sentent méprisés lorsque vous confiez le commandement à votre familier. La rage les rend plus forts. \n,"Монстры возмущены тем, что твой питомец стал командиром. Ярость делает их сильнее.\n","Mianowanie zwierzaka dowódcą rozwścieczyło potwory, które są teraz silniejsze. \n",هیولاها از اینکه شما حیوان را فرمانده خود می​کنید احساس حقارت می​کنند. عصبانیت، آنها را قوی​تر می​سازد. \n,يشعر الوحوش بالاحتقار؛ لأنك سلمت القيادة إلى حيوانك الأليف، وهذا الغضب يزيد من قوتهم. \n,มอน ส เตอร์ รู้สึก เหยียด หยาม ที่ คุณ มอบ หมาย ให้ สัตว์ เลี้ยง เป็น ผู้ บังคับ บัญชา ความ เดือดดาล ทำให้ พวก มัน แข็งแกร่ง ขึ้น\n,"Do địch cảm thấy bị xem thường\nnên phẫn nộ, từ đỏ trở nên mạnh hơn"
season/lc_txt14,Go to Cellar to check missions to complete. You will receive special rewards after you obtain Gold Trophy.,進入地窖查看並完成賽季任務 \n達成金獎盃後可獲得獎勵,进入地窖查看并完成赛季任务\n达成金奖杯后可获得奖励,地下室に移動して、完了するミッションを確認しよう。ゴールドトロフィーを獲得すると、特別な報酬が手に入る。,지하 저장고로 가서 미션을 확인해 완료하세요. 골드 트로피를 획득한 후 특별 보상을 받을 수 있습니다.,Ve a la bodega para revisar las misiones por completar. Recibirás recompensas especiales después de obtener el trofeo de oro.,"Sieh im Keller nach offenen Missionen. Du erhältst besondere Belohnungen, nachdem du die Goldtrophäe errungen hast.",Vá até o porão para conferir as missões disponíveis. Você vai receber recompensas especiais após conquistar o Troféu de Ouro.,Allez dans la cave pour consulter les missions à terminer. Vous recevrez des récompenses spéciales si vous obtenez un Trophée en or.,"Загляни в подвал, чтобы посмотреть доступные миссии. Тебя ждут особые награды за получение золотого трофея.","Przejdź do piwnicy, by sprawdzić dostępne misje. Po zdobyciu złotego trofeum otrzymasz nagrody specjalne.",برای بررسی وظایف انجام​شده به زیرزمین بروید. پس از دریافت جام طلایی، جوایز ویژه​ای را دریافت خواهید کرد.,اذهب إلى القبو للتحقق من المهام لإنجازها. سوف تتلقى مكافآت خاصة بعد حصولك على الكأس الذهبية.,ไป ที่ ห้อง ใต้ดิน เพื่อ ดู ภารกิจ ที่ มี คุณ จะ ได้ รับ รางวัล พิเศษ หลัง จาก ได้ รับ ถ้วย รางวัล ทองคำ,Vào Hầm xem và hoàn thành nhiệm vụ mùa giải\nSau khi đạt Cúp Vàng sẽ được nhận thưởng
season/lc_txt2,"Your player character becomes the mercenary, but they still keep the skill.",角色成為傭兵仍然擁有技能,角色成为佣兵仍然拥有技能,自分のキャラクターは傭兵になりますが、スキルはそのままです。,"플레이어 캐릭터가 용병이 되지만, 스킬은 그대로 사용합니다.","Tu personaje se convierte en un mercenario, pero conserva su habilidad.","Dein Spielercharakter wird der Söldner, behält aber seine Fähigkeit.","Seu personagem vai se tornar o mercenário, mas ele ainda vai manter a habilidade.","Votre personnage devient mercenaire, mais conserve sa compétence.","Твой персонаж превратится в наемника, но сохранит навык.","Twoja postać staje się najemnikiem, ale zachowuje swoje umiejętności.",شخصیت بازیکن شما مزدور می​شود، اما همچنان مهارت را حفظ می​کند.,أصبحت شخصية اللاعب ضمن المرتزقة، ولكنها لا تزال تحتفظ بمهاراتها.,ตัว ละคร ผู้ เล่น ของ คุณ กลาย เป็น ทหาร รับจ้าง แต่ ตัว ละคร จะ ยัง เก็บ ทักษะ ไว้ อยู่,Nhân vật trở thành Lính Thuê vẫn có kỹ năng
season/lc_txt3,Buffs can be shared with all character mercenaries.,BUFF效果會共用給所有傭兵,BUFF效果会共享给所有佣兵,強化能力は全てのキャラクター傭兵と共有できます。,모든 캐릭터 용병이 버프를 공유할 수 있습니다.,Puedes compartir los potenciadores con todos los personajes mercenarios.,Boni können mit allen Charaktersöldnern geteilt werden.,Os reforços podem ser compartilhados com todos os personagens mercenários.,Les bonus peuvent être partagés avec tous les personnages mercenaires.,Усиления могут быть общими для всех персонажей-наемников.,Wzmocnienia można udostępniać wszystkim postaciom-najemnikom.,می​توان توانمندی​ها را با همه مزدوران شخصیت به اشتراک گذاشت.,يمكن مشاركة القوى مع جميع شخصيات المرتزقة.,บัฟ สามารถ แชร์ กับ ตัว ละคร ทหาร รับจ้าง ได้ ทุก ตัว,Hiệu quả BUFF sẽ chia sẻ cho toàn bộ Lính Thuê
season/lc_txt4,It costs <color=#00FFDE>4 Pet Coins</color> to hire 1 mercenary. First-time hire is free!,雇傭價格為<color=#00FFDE>4貓幣</color> 首次雇傭免費,雇佣价格为<color=#00FFDE>4猫币</color> 首次雇佣免费,1人の傭兵を雇うのに<color=#00FFDE>4ペットコイン</color>かかる。初回雇用は無料！,용병 1명을 고용하려면 <color=#00FFDE>펫 코인 4개</color>가 필요합니다. 첫 고용은 무료입니다!,Contrata a un mercenario por <color=#00FFDE>4 monedas de mascota</color>. ¡La primera contratación es gratis!,"Es kostet <color=#00FFDE>4 Haustiermünzen</color>, 1 Söldner anzuheuern. Das erste Anheuern ist kostenlos!",Custa <color=#00FFDE>4 Moedas de Mascote</color> para contratar 1 mercenário. A primeira contratação é grátis!,Il faut <color=#00FFDE>4 pièces de familier</color> pour recruter un mercenaire. Le premier recrutement est offert !,"Чтобы нанять 1 наемника, нужно заплатить <color=#00FFDE>4 монеты питомцев</color>. Первый наем бесплатно!",Najęcie 1 najemnika kosztuje <color=#00FFDE>4 zwierzęce monety</color>. Pierwsze najęcie jest darmowe!,استخدام 1 مزدور برای شما <color=#00FFDE>4 سکه حیوان</color> هزینه دارد. مزدوران اولین بار به صورت رایگان استخدام می​شوند!,يكلفك الأمر <color=#00FFDE>4 عملات معدنية للحيوانات الأليفة</color> لاستئجار أحد المرتزقة. استئجار المرتزقة مجانًا في المرة الأولى!,ต้อง ใช้ <color=#00FFDE> เหรียญ สัตว์ เลี้ยง 4 เหรียญ </color> เพื่อ จ้าง ทหาร รับจ้าง 1 ตัว การ จ้าง ครั้ง แรก ฟรี!,"Giá thuê là <color=#00FFDE>4 Xu Mèo</color>, lần đầu thuê miễn phí"
season/lc_txt5,3 identical mercenaries can merge into 1 high-level mercenary.,如果有三個相同的傭兵，會合成為高級傭兵,如果有三个相同的佣兵，会合成为高级佣兵,同じ傭兵3人で高レベルの傭兵1人に合成できる。,같은 용병 3명을 합쳐 레벨이 높은 용병 1명을 얻을 수 있습니다.,Puedes fusionar a 3 mercenarios idénticos para obtener 1 mercenario de alto nivel.,3 identische Söldner können zu einem hochleveligen Söldner verschmelzen.,3 mercenários idênticos podem ser combinados para formar 1 mercenário de alto nível.,Il est possible de fusionner 3 mercenaires identiques en 1 mercenaire de haut niveau.,3 одинаковых наемников можно объединить в 1 наемника высокого уровня.,3 identycznych najemników może się połączyć w 1 najemnika wysokiego poziomu.,3 مزدور یکسان می​توانند با هم ادغام شده و به 1 مزدور عالی رتبه تبدیل شوند.,يمكن دمج 3 مرتزقة متطابقين ليصبحوا مرتزقًا واحدًا رفيع المستوى.,ทหาร รับจ้าง เหมือน กัน 3 ตัว สามารถ รวม ตัว กัน กลาย เป็น ทหาร รับ จ้าง เลเวล สูง 1 ตัว ได้,Nếu có 3 Lính Thuê giống nhau sẽ ghép thành Lính Thuê cao cấp
season/lc_txt6,"After the battle is over, interact with dead mercenaries to revive them.",結束戰鬥後，可以與陣亡傭兵交互使其復活,结束战斗后，可以与阵亡佣兵交互使其复活,戦いが終わった後、死んだ傭兵を操作して彼らを復活させよう。,전투가 끝나면 죽은 용병을 부활시킬 수 있습니다.,"Cuando la batalla termine, interactúa con los mercenarios caídos para revivirlos.","Interagiere nach dem Kampf mit toten Söldnern, um sie wiederzubeleben.","Após o final da batalha, interaja com os mercenários mortos para revivê-los.","Une fois le combat terminé, interagissez avec les mercenaires morts pour les ranimer.","После окончания битвы взаимодействуй с мертвыми наемниками, чтобы оживить их.","Po zakończeniu bitwy wejdź w interakcję z martwymi najemnikami, by ich ożywić.",پس از پایان جنگ، با مزدوران کشته شده تعامل کنید تا زنده شوند.,بعد انتهاء المعركة، تعامل مع المرتزقة القتلى لإعادة إحيائهم.,หลัง จาก การ ต่อสู้ จบ ลง โต้ตอบ กับ ทหาร รับจ้าง ที่ ตาย เพื่อ ชุบ ชีวิต เขา ขึ้น มา,"Sau khi kết thúc chiến đấu, có thể tương tác với Lính Thuê để hồi sinh Lính Thuê"
season/lc_txt7,Or you can get out CPR Device by tapping on the skill button to revive dead mercenaries during a battle.,或是在戰鬥中使用技能切換心肺復蘇儀來復活傭兵,或是在战斗中使用技能切换心肺复苏仪来复活佣兵,または、スキルボタンをタップして心臓蘇生装置を取り出し、戦闘中に死んだ傭兵を復活させることもできる。,"또는 전투 중에 스킬 버튼을 눌러, 죽은 용병을 CPR 장치로 부활시킬 수 있습니다.",También puedes tocar el botón de habilidades para sacar el dispositivo de RCP y revivir a los mercenarios caídos durante una batalla.,"Oder belebe Söldner während des Kampfs mit einer Reanimationshilfe wieder, indem du auf die Fähigkeitsschaltfläche tippst.",Ou você pode sair do Dispositivo para Reanimação Cardiopulmonar tocando no botão de Habilidade para reviver os mercenários mortos durante a batalha.,Vous pouvez aussi toucher le bouton de compétence et sortir l'appareil RCP pour les ranimer pendant le combat.,"Нажми на кнопку навыка и достань реанимационный прибор, чтобы оживить павших наемников во время битвы.","By wskrzesić nieżywych najemników podczas bitwy, możesz skorzystać z urządzenia reanimacyjnego, naciskając przycisk umiejętności.",یا می​توانید برای زنده کردن مزدوران مرده در طول جنگ، با کلیک روی دکمه مهارت، دستگاه CPR را دریافت کنید.,أو يمكنك الحصول على جهاز الإنعاش القلبي الرئوي وذلك بالنقر فوق زر المهارة لإعادة إحياء القتلى من المرتزقة في أثناء المعركة.,หรือ คุณ อาจ ใช้ อุปกรณ์ ปั๊ม หัวใจ โดย แตะ ที่ ปุ่ม ทักษะ เพื่อ ชุบ ชีวิต ทหาร รับจ้าง ที่ ตาย ใน ระหว่าง การ ต่อสู้ ก็ได้,Hoặc trong chiến đấu dùng kỹ năng đổi Máy Hồi Sức Tim Phổi để hồi sinh Lính Thuê
season/lc_txt8,There are multiple skills that you can cast to support your mercenaries.,使用其他道具來支援你的傭兵,使用其他道具来支援你的佣兵,傭兵を援護するために使用できるスキルは複数ある。,용병을 지원하기 위해 사용할 수 있는 스킬은 여러가지가 있습니다.,Hay diferentes habilidades que puedes lanzar para ayudar a tus mercenarios.,"Du kannst verschiedene Fähigkeiten einsetzen, um deine Söldner zu unterstützen.",Há várias habilidades que podem ser usadas para dar apoio aos seus mercenários.,Vous disposez de plusieurs compétences susceptibles d'aider vos mercenaires.,"Есть несколько навыков, которые можно использовать, чтобы поддержать наемников.","Jest wiele umiejętności, których możesz użyć, by zapewnić wsparcie swoim najemnikom.",مهارت​های بسیاری وجود دارد که می​توانید برای حمایت از مزدوران خود از آنها استفاده کنید.,ثمة العديد من المهارات التي يمكنك استخدامها لدعم المرتزقة.,มี ทักษะ หลาย อย่าง ที่ คุณ อาจ ใช้ สนับสนุน ทหาร รับจ้าง,Dùng đạo cụ khác để chi viện cho Lính Thuê của bạn
season/lc_txt9,Ask your mercenary to read the book A Mercenary Prepares. It prepares them for using better weapons.,給傭兵讀《傭兵的自我修養》\n可以讓傭兵使用更高等級的武器,给佣兵读《佣兵的自我修养》\n可以让佣兵使用更高等级的武器,傭兵に「傭兵の心得」という本を読んでもらおう。より高性能な武器を使用できるようになる。,"용병에게 ""용병 수업"" 책을 읽으라고 요청하세요. 더 좋은 무기를 쓸 수 있게 준비시켜 줍니다.",Pídeles a tus mercenarios que lean el libro Alma de mercenario. Así aprenderán a usar armas mejores.,"Bitte deinen Söldner, das Buch „Vorbereitung ist alles“ zu lesen. Dadurch kann er bessere Waffen einsetzen.","Peça ao seu mercenário para ler o livro Um Mercenário se Prepara, que prepara os mercenários para usar armas melhores.",Demandez-leur de lire Un mercenaire se prépare pour les familiariser à l'utilisation d'armes plus puissantes.,"Дай наемнику прочитать «Работу наемника над собой», чтобы он научился использовать оружие получше.","Poproś swojego najemnika o przeczytanie książki „Przygotowania najemnika”, która przygotuje go do korzystania z lepszych broni.",از مزدور خود بخواهید کتاب «یک مزدور آماده می​شود» را بخواند. این کتاب او را برای استفاده بهتر از اسلحه آماده می​کند.,"اطلب من المرتزق قراءة كتاب ""المرتزقة يستعدون"" (A Mercenary Prepares)؛ فذلك الكتاب يجهزهم لاستخدام الأسلحة على نحوٍ أفضل.",ขอ ให้ ทหาร รับจ้าง อ่าน หนังสือ การเต รี ยม ตัว เป็น ทหาร รับจ้าง มัน ทำให้ พวก เขา ใช้ อาวุธ ได้ ดี ขึ้น,Đọc cho Lính Thuê 《Tư Chất Lính Thuê》\ncó thể giúp Lính Thuê dùng vũ khí cấp cao hơn
season/new_season,New Season!,新賽季！,新赛季！,新しいシーズン！,새 시즌!,¡Nueva temporada!,Neue Saison!,Nova Temporada!,Nouvelle saison !,Новый сезон!,Nowy sezon!,فصل جدید!,موسم جديد!,ฤดูกาล ใหม่!,Mùa giải mới!
season/new_season_coming,New season is coming.,新賽季即將來臨,新赛季即将来临,新しいシーズンが始まります。,새 시즌이 열립니다.,Nueva temporada disponible próximamente.,Die neue Saison kommt.,A nova temporada está chegando.,Une nouvelle saison approche.,Скоро новый сезон.,Nadchodzi nowy sezon.,فصل جدید نزدیک است.,موسم جديد على الأبواب.,ฤดูกาล ใหม่ กำลัง มา,Mùa giải mới sắp diễn ra
season/next_gold,Next reward is {0}.,下一階段獎勵：{0},下一阶段奖励：{0},次の報酬は{0}。,다음 보상은 {0}.,La siguiente recompensa es un {0}.,Als nächste Belohnung steht eine {0}.,A próxima recompensa é o {0}.,Prochaine récompense : {0}.,Следующая награда — {0}.,Kolejną nagrodą jest {0}.,جایزه بعدی {0}.,المكافأة التالية هي {0}.,รางวัล ถัด ไป คือ  {0},Thưởng giai đoạn kế: {0}
season/rule,Rules,賽季規則,赛季规则,ルール,규칙,Reglas,Regeln,Regras,Règles,Правила,Zasady,قوانین,القواعد,กติกา,Quy tắc mùa giải
season/silver,<color=#CBDBFC>Silver Trophy</color>,<color=#CBDBFC>銀獎盃</color>,<color=#CBDBFC>银奖杯</color>,<color=#CBDBFC>シルバートロフィー</color>,<color=#CBDBFC>실버 트로피</color>,<color=#CBDBFC>Trofeo de plata</color>,<color=#CBDBFC>Silbertrophäe</color>,<color=#CBDBFC>Troféu de Prata</color>,<color=#CBDBFC>Trophée d'argent</color>,<color=#CBDBFC>Серебряный трофей</color>,<color=#CBDBFC>Srebrne trofeum</color>,<color=#CBDBFC>جام نقره</color>,<color=#CBDBFC>جائزة فضية</color>,<color=#CBDBFC> ถ้วย รางวัล เงิน </color>,<color=#CBDBFC>Cúp Bạc</color>
season/special_weapon,Seasonal Weapons,賽季特殊武器,赛季特殊武器,シーズン武器,시즌 무기,Armas de temporada,Saisonwaffen,Armas da Temporada,Armes de la saison,Оружие сезона,Bronie sezonowe,سلاح​های فصلی,أسلحة الموسم,อาวุธ ประจำ ฤดูกาล,Vũ khí đặc biệt của mùa giải
season/specil_award,Rewards of the Season,本賽季獎勵,本赛季奖励,シーズン報酬,시즌 보상,Recompensas de la temporada,Belohnungen der Saison,Recompensas da Temporada,Récompenses de saison,Награды сезона,Nagrody sezonu,جوایز فصل,مكافآت الموسم,รางวัล ของ ฤดูกาล,Thưởng mùa giải này
season/specil_pet,Seasonal Pets,賽季寵物,赛季宠物,シーズンペット,시즌 펫,Mascotas de temporada,Saisonale Haustiere,Mascotes da Temporada,Familiers de saison,Питомцы сезона,Zwierzaki sezonowe,حیوانات فصلی,حيوانات أليفة موسمية,สัตว์ เลี้ยง ประจำ ฤดูกาล,Pet Mùa Giải
season/specil_wp_blue_print,Blueprints of Seasonal Weapons,賽季限定武器圖紙,赛季限定武器图纸,シーズン武器の設計図,시즌 무기 설계도,Planos de armas de temporada,Pläne für Saisonwaffen,Projetos de Armas Sazonais,Plan des armes de saison,Чертежи оружия сезона,Schematy broni sezonowych,طرح​های سلاح​های فصلی,مخططات الأسلحة الموسمية,พิมพ์เขียว ของ อาวุธ ประจำ ฤดูกาล,Bản Vẽ Vũ Khí Giới Hạn
season/troop/bronze_0_desc,Hire all characters in Little Commander season.,在“小小指揮官”賽季模式下，招募過所有角色。,在“小小指挥官”赛季模式下，招募过所有角色。,小さな司令官シーズンで、キャラクターを全て雇う。,작은 사령관 시즌의 모든 캐릭터 고용.,Contrata a todos los personajes de la temporada de Pequeño Comandante.,Heuere alle Charaktere in der Saison „Kleiner Kommandant“ ein.,Contrate todos os personagens na temporada do Pequeno Comandante.,Recruter tous les personnages dans la saison Petit commandant.,Найми всех персонажей в сезоне «Маленький командир».,Najmij wszystkie postacie podczas sezonu Mały Dowódca.,همه شخصیت​ها را در فصل «فرمانده کوچک» استخدام کنید.,استأجر جميع الشخصيات في موسم القائد الصغير.,จ้าง ตัว ละคร ทุก ตัว ใน ฤดูกาล ผู้ บัญชาการ ตัว น้อย,"Trong chế độ Mùa Giải “Chỉ Huy Nhỏ”, từng chiêu mộ tất cả nhân vật."
season/troop/bronze_0_name,Warrior Tribe,全家福,全家福,戦士の一族,전사 부족,Tribu guerrera,Kriegerstamm,Tribo de Guerreiros,Tribu guerrière,Племя воинов,Plemię wojowników,قبیله جنگجو,قبيلة المحارب,เผ่า นักรบ,Đoàn Tụ
season/troop/bronze_1_desc,"In Little Commander season, fire a mercenary with Squid.",在“小小指揮官”賽季模式下，對一個角色使用炒魷魚,在“小小指挥官”赛季模式下，对一个角色使用炒鱿鱼,小さな司令官シーズンで、イカで傭兵を解雇する。,작은 사령관 시즌에 오징어로 용병을 해고하세요.,"En la temporada de Pequeño Comandante, despide a un mercenario con Calamar.",Feuere mit Squid einen Söldner in der Saison „Kleiner Kommandant“.,"Na temporada do Pequeno Comandante, use a Lula para demitir um mercenário.",Renvoyer un mercenaire dans la saison Petit commandant avec Calamar.,Уволь наемника с помощью кальмара в сезоне «Маленький командир».,Podczas sezonu Mały Dowódca zwolnij najemnika za pomocą kałamarnicy.,در فصل فرمانده کوچک، با ماهی مرکب به سمت یکی از مزدوران تیراندازی کنید.,في موسم القائد الصغير، أطلق النار على أحد المرتزقة باستخدام الحبار.,ใน ฤดูกาล ผู้ บัญชาการ ตัว น้อย เลิก จ้าง ทหาร รับจ้าง หนึ่ง ตัว ด้วย ปลาหมึก,"Trong chế độ Mùa Giải “Chỉ Huy Nhỏ”, dùng Mực Xào cho 1 nhân vật"
season/troop/bronze_1_name,You're Fired!,你被解雇了！,你被解雇了！,クビだ！,넌 해고야!,¡Estás despedido!,Du bist gefeuert!,Você está demitido!,Vous êtes viré !,Тебя уволили!,Zwalniam cię!,اختیار تیر دارید!,لقد تعرضت لإطلاق نار!,นาย ถูก ไล่ ออก!,Bạn đã bị sa thải
season/troop/bronze_2_desc,"In Little Commander season, equip one mercenary with any red weapon.",在“小小指揮官”賽季模式下，給角色裝備紅色武器,在“小小指挥官”赛季模式下，给角色装备红色武器,小さな司令官シーズンで、傭兵1人に赤色武器を装備する。,작은 사령관 시즌에 용병 한 명에게 아무 빨간색 무기나 장비시키세요.,"En la temporada de Pequeño Comandante, equipa a un mercenario con un arma roja.",Rüste in der Saison „Kleiner Kommandant“ einen Söldner mit einer roten Waffe aus.,"Na temporada do Pequeno Comandante, equipe um mercenário com qualquer arma vermelha.","En saison Petit commandant, équiper un mercenaire d'une arme rouge.",Дай одному из наемников любое красное оружие в сезоне «Маленький командир».,Podczas sezonu Mały Dowódca wyposaż jednego najemnika w dowolną czerwoną broń.,در فصل فرمانده کوچک، یکی از مزدوران را به هر سلاح قرمز مسلح کنید.,في موسم القائد الصغير، جهِّز أحد المرتزقة باستخدام أيٍّ من الأسلحة الحمراء.,ใน ฤดูกาล ผู้ บัญชาการ ตัว น้อย ให้ ทหาร รับจ้าง หนึ่ง ตัว ใช้ อาวุธ สี แดง,"Trong chế độ Mùa Giải “Chỉ Huy Nhỏ”, trang bị cho nhân vật Vũ Khí Đỏ"
season/troop/bronze_2_name,Best Armed,寶劍贈英雄,宝剑赠英雄,最高の武装,최고 무장,Mejor arma,Erstklassig bewaffnet,Até os Dentes,Armé jusqu'aux dents,Лучшее вооружение,Uzbrojony po zęby,کاملاً مسلح,أفضل تسليح,อาวุธ แน่น,Bảo Kiếm Tặng Anh Hùng
season/troop/bronze_3_desc,"In Little Commander season, refresh and get three identical mercenaries.",在“小小指揮官”賽季模式下，刷新出三個一模一樣的角色,在“小小指挥官”赛季模式下，刷新出三个一模一样的角色,小さな司令官シーズンで、更新して同じ傭兵を3人ゲットする。,작은 사령관 시즌에 목록을 갱신해 같은 용병 3명을 영입하세요.,"En la temporada de Pequeño Comandante, actualiza y consigue tres mercenarios idénticos.",Aktualisiere und erhalte drei identische Söldner in der Saison „Kleiner Kommandant“.,"Na temporada do Pequeno Comandante, atualize e obtenha três mercenários idênticos.","En saison Petit commandant, rafraîchir et obtenir trois mercenaires identiques.",Обнови наемников и получи трех одинаковых в сезоне «Маленький командир».,Podczas sezonu Mały Dowódca odśwież najemników i zdobądź trzech identycznych.,در فصل فرمانده کوچک، تازه​سازی کنید و سه مزدور یکسان بگیرید.,في موسم القائد الصغير، جدد نشاطك واحصل على ثلاثة مرتزقة متطابقين.,ใน ฤดูกาล ผู้ บัญชาการ ตัว น้อย รีเฟรช และ ได้ รับ ทหาร รับจ้าง เหมือน กัน 3 ตัว,"Trong chế độ Mùa Giải “Chỉ Huy Nhỏ”, tạo mới ra 3 nhân vật giống nhau"
season/troop/bronze_3_name,3 in a Row,一鍵三連,一键三连,3連続,3연속,Tres consecutivos,3 in Folge,3 Seguidos,3 d'un coup,3 в ряд,3 z rzędu,3 بار پیاپی,3 على التوالي,ตอง 3,1 Phím Ra 3
